Season,Date,League,HomeTeam,AwayTeam,FTHG,FTAG,FTR,SeasonStartYear,league_offset
2019/20,2020-02-23,spain,Getafe,Sevilla,0,3,A,2019,18.928
2019/20,2020-02-23,spain,Ath Madrid,Villarreal,3,1,H,2019,18.928
2019/20,2020-02-23,italy,Genoa,Lazio,2,3,A,2019,14.928
2019/20,2020-02-23,italy,Roma,Lecce,4,0,H,2019,14.928
2019/20,2020-02-23,germany,Leverkusen,Augsburg,2,0,H,2019,18.714
2019/20,2020-02-23,germany,Wolfsburg,Mainz,4,0,H,2019,18.714
2019/20,2020-02-23,france,St Etienne,Reims,1,1,D,2019,11.666
2019/20,2020-02-23,france,Rennes,Nimes,2,1,H,2019,11.666
2019/20,2020-02-23,france,Paris SG,Bordeaux,4,3,H,2019,11.666
2019/20,2020-02-24,england,Liverpool,West Ham,3,2,H,2019,18.571
2019/20,2020-02-24,germany,Ein Frankfurt,Union Berlin,1,2,A,2019,18.714
2019/20,2020-02-28,england,Norwich,Leicester,1,0,H,2019,18.571
2019/20,2020-02-28,spain,Sociedad,Valladolid,1,0,H,2019,18.928
2019/20,2020-02-28,germany,Fortuna Dusseldorf,Hertha,3,3,D,2019,18.714
2019/20,2020-02-28,france,Nimes,Marseille,2,3,A,2019,11.666
2019/20,2020-02-29,england,Brighton,Crystal Palace,0,1,A,2019,18.571
2019/20,2020-02-29,england,Bournemouth,Chelsea,2,2,D,2019,18.571
2019/20,2020-02-29,england,Newcastle,Burnley,0,0,D,2019,18.571
2019/20,2020-02-29,england,West Ham,Southampton,3,1,H,2019,18.571
2019/20,2020-02-29,england,Watford,Liverpool,3,0,H,2019,18.571
2019/20,2020-02-29,spain,Eibar,Levante,3,0,H,2019,18.928
2019/20,2020-02-29,spain,Valencia,Betis,2,1,H,2019,18.928
2019/20,2020-02-29,spain,Leganes,Alaves,1,1,D,2019,18.928
2019/20,2020-02-29,spain,Granada,Celta,0,0,D,2019,18.928
2019/20,2020-02-29,italy,Lazio,Bologna,2,0,H,2019,14.928
2019/20,2020-02-29,italy,Napoli,Torino,2,1,H,2019,14.928
2019/20,2020-02-29,germany,Augsburg,M'gladbach,2,3,A,2019,18.714
2019/20,2020-02-29,germany,Dortmund,Freiburg,1,0,H,2019,18.714
2019/20,2020-02-29,germany,Hoffenheim,Bayern Munich,0,6,A,2019,18.714
2019/20,2020-02-29,germany,Mainz,Paderborn,2,0,H,2019,18.714
2019/20,2020-02-29,germany,FC Koln,Schalke 04,3,0,H,2019,18.714
2019/20,2020-02-29,france,Paris SG,Dijon,4,0,H,2019,11.666
2019/20,2020-02-29,france,Amiens,Metz,0,1,A,2019,11.666
2019/20,2020-02-29,france,Brest,Angers,0,1,A,2019,11.666
2019/20,2020-02-29,france,Monaco,Reims,1,1,D,2019,11.666
2019/20,2020-02-29,france,Montpellier,Strasbourg,3,0,H,2019,11.666
2019/20,2020-02-29,france,Toulouse,Rennes,0,2,A,2019,11.666
2019/20,2020-03-01,england,Everton,Man United,1,1,D,2019,18.571
2019/20,2020-03-01,england,Tottenham,Wolves,2,3,A,2019,18.571
2019/20,2020-03-01,spain,Sevilla,Osasuna,3,2,H,2019,18.928
2019/20,2020-03-01,spain,Ath Bilbao,Villarreal,1,0,H,2019,18.928
2019/20,2020-03-01,spain,Espanol,Ath Madrid,1,1,D,2019,18.928
2019/20,2020-03-01,spain,Mallorca,Getafe,0,1,A,2019,18.928
2019/20,2020-03-01,spain,Real Madrid,Barcelona,2,0,H,2019,18.928
2019/20,2020-03-01,italy,Lecce,Atalanta,2,7,A,2019,14.928
2019/20,2020-03-01,italy,Cagliari,Roma,3,4,A,2019,14.928
2019/20,2020-03-01,germany,Union Berlin,Wolfsburg,2,2,D,2019,18.714
2019/20,2020-03-01,germany,RB Leipzig,Leverkusen,1,1,D,2019,18.714
2019/20,2020-03-01,france,Nantes,Lille,0,1,A,2019,11.666
2019/20,2020-03-01,france,Bordeaux,Nice,1,1,D,2019,11.666
2019/20,2020-03-01,france,Lyon,St Etienne,2,0,H,2019,11.666
2019/20,2020-03-06,spain,Alaves,Valencia,1,1,D,2019,18.928
2019/20,2020-03-06,germany,Paderborn,FC Koln,1,2,A,2019,18.714
2019/20,2020-03-06,france,Marseille,Amiens,2,2,D,2019,11.666
2019/20,2020-03-07,england,Liverpool,Bournemouth,2,1,H,2019,18.571
2019/20,2020-03-07,england,Arsenal,West Ham,1,0,H,2019,18.571
2019/20,2020-03-07,england,Crystal Palace,Watford,1,0,H,2019,18.571
2019/20,2020-03-07,england,Sheffield United,Norwich,1,0,H,2019,18.571
2019/20,2020-03-07,england,Southampton,Newcastle,0,1,A,2019,18.571
2019/20,2020-03-07,england,Wolves,Brighton,0,0,D,2019,18.571
2019/20,2020-03-07,england,Burnley,Tottenham,1,1,D,2019,18.571
2019/20,2020-03-07,spain,Eibar,Mallorca,1,2,A,2019,18.928
2019/20,2020-03-07,spain,Ath Madrid,Sevilla,2,2,D,2019,18.928
2019/20,2020-03-07,spain,Barcelona,Sociedad,1,0,H,2019,18.928
2019/20,2020-03-07,spain,Getafe,Celta,0,0,D,2019,18.928
2019/20,2020-03-07,germany,Freiburg,Union Berlin,3,1,H,2019,18.714
2019/20,2020-03-07,germany,Hertha,Werder Bremen,2,2,D,2019,18.714
2019/20,2020-03-07,germany,Leverkusen,Ein Frankfurt,4,0,H,2019,18.714
2019/20,2020-03-07,germany,Schalke 04,Hoffenheim,1,1,D,2019,18.714
2019/20,2020-03-07,germany,Wolfsburg,RB Leipzig,0,0,D,2019,18.714
2019/20,2020-03-07,germany,M'gladbach,Dortmund,1,2,A,2019,18.714
2019/20,2020-03-07,france,Angers,Nantes,2,0,H,2019,11.666
2019/20,2020-03-07,france,Dijon,Toulouse,2,1,H,2019,11.666
2019/20,2020-03-07,france,Metz,Nimes,2,1,H,2019,11.666
2019/20,2020-03-07,france,Nice,Monaco,2,1,H,2019,11.666
2019/20,2020-03-07,france,Reims,Brest,1,0,H,2019,11.666
2019/20,2020-03-08,england,Chelsea,Everton,4,0,H,2019,18.571
2019/20,2020-03-08,england,Man United,Man City,2,0,H,2019,18.571
2019/20,2020-03-08,spain,Osasuna,Espanol,1,0,H,2019,18.928
2019/20,2020-03-08,spain,Valladolid,Ath Bilbao,1,4,A,2019,18.928
2019/20,2020-03-08,spain,Levante,Granada,1,1,D,2019,18.928
2019/20,2020-03-08,spain,Villarreal,Leganes,1,2,A,2019,18.928
2019/20,2020-03-08,spain,Betis,Real Madrid,2,1,H,2019,18.928
2019/20,2020-03-08,italy,Parma,Spal,0,1,A,2019,14.928
2019/20,2020-03-08,italy,Milan,Genoa,1,2,A,2019,14.928
2019/20,2020-03-08,italy,Sampdoria,Verona,2,1,H,2019,14.928
2019/20,2020-03-08,italy,Udinese,Fiorentina,0,0,D,2019,14.928
2019/20,2020-03-08,italy,Juventus,Inter,2,0,H,2019,14.928
2019/20,2020-03-08,germany,Bayern Munich,Augsburg,2,0,H,2019,18.714
2019/20,2020-03-08,germany,Mainz,Fortuna Dusseldorf,1,1,D,2019,18.714
2019/20,2020-03-08,france,St Etienne,Bordeaux,1,1,D,2019,11.666
2019/20,2020-03-08,france,Rennes,Montpellier,5,0,H,2019,11.666
2019/20,2020-03-08,france,Lille,Lyon,1,0,H,2019,11.666
2019/20,2020-03-09,england,Leicester,Aston Villa,4,0,H,2019,18.571
2019/20,2020-03-09,italy,Sassuolo,Brescia,3,0,H,2019,14.928
2019/20,2020-03-10,spain,Eibar,Sociedad,1,2,A,2019,18.928
2019/20,2020-03-11,germany,M'gladbach,FC Koln,2,1,H,2019,18.714
2019/20,2020-05-16,germany,Augsburg,Wolfsburg,1,2,A,2019,18.714
2019/20,2020-05-16,germany,Dortmund,Schalke 04,4,0,H,2019,18.714
2019/20,2020-05-16,germany,Fortuna Dusseldorf,Paderborn,0,0,D,2019,18.714
2019/20,2020-05-16,germany,Hoffenheim,Hertha,0,3,A,2019,18.714
2019/20,2020-05-16,germany,RB Leipzig,Freiburg,1,1,D,2019,18.714
2019/20,2020-05-16,germany,Ein Frankfurt,M'gladbach,1,3,A,2019,18.714
2019/20,2020-05-17,germany,FC Koln,Mainz,2,2,D,2019,18.714
2019/20,2020-05-17,germany,Union Berlin,Bayern Munich,0,2,A,2019,18.714
2019/20,2020-05-18,germany,Werder Bremen,Leverkusen,1,4,A,2019,18.714
2019/20,2020-05-22,germany,Hertha,Union Berlin,4,0,H,2019,18.714
2019/20,2020-05-23,germany,Freiburg,Werder Bremen,0,1,A,2019,18.714
2019/20,2020-05-23,germany,M'gladbach,Leverkusen,1,3,A,2019,18.714
2019/20,2020-05-23,germany,Paderborn,Hoffenheim,1,1,D,2019,18.714
2019/20,2020-05-23,germany,Wolfsburg,Dortmund,0,2,A,2019,18.714
2019/20,2020-05-23,germany,Bayern Munich,Ein Frankfurt,5,2,H,2019,18.714
2019/20,2020-05-24,germany,Schalke 04,Augsburg,0,3,A,2019,18.714
2019/20,2020-05-24,germany,Mainz,RB Leipzig,0,5,A,2019,18.714
2019/20,2020-05-24,germany,FC Koln,Fortuna Dusseldorf,2,2,D,2019,18.714
2019/20,2020-05-26,germany,Dortmund,Bayern Munich,0,1,A,2019,18.714
2019/20,2020-05-26,germany,Ein Frankfurt,Freiburg,3,3,D,2019,18.714
2019/20,2020-05-26,germany,Leverkusen,Wolfsburg,1,4,A,2019,18.714
2019/20,2020-05-26,germany,Werder Bremen,M'gladbach,0,0,D,2019,18.714
2019/20,2020-05-27,germany,RB Leipzig,Hertha,2,2,D,2019,18.714
2019/20,2020-05-27,germany,Augsburg,Paderborn,0,0,D,2019,18.714
2019/20,2020-05-27,germany,Fortuna Dusseldorf,Schalke 04,2,1,H,2019,18.714
2019/20,2020-05-27,germany,Hoffenheim,FC Koln,3,1,H,2019,18.714
2019/20,2020-05-27,germany,Union Berlin,Mainz,1,1,D,2019,18.714
2019/20,2020-05-29,germany,Freiburg,Leverkusen,0,1,A,2019,18.714
2019/20,2020-05-30,germany,Hertha,Augsburg,2,0,H,2019,18.714
2019/20,2020-05-30,germany,Mainz,Hoffenheim,0,1,A,2019,18.714
2019/20,2020-05-30,germany,Schalke 04,Werder Bremen,0,1,A,2019,18.714
2019/20,2020-05-30,germany,Wolfsburg,Ein Frankfurt,1,2,A,2019,18.714
2019/20,2020-05-30,germany,Bayern Munich,Fortuna Dusseldorf,5,0,H,2019,18.714
2019/20,2020-05-31,germany,M'gladbach,Union Berlin,4,1,H,2019,18.714
2019/20,2020-05-31,germany,Paderborn,Dortmund,1,6,A,2019,18.714
2019/20,2020-06-01,germany,FC Koln,RB Leipzig,2,4,A,2019,18.714
2019/20,2020-06-03,germany,Werder Bremen,Ein Frankfurt,0,3,A,2019,18.714
2019/20,2020-06-05,germany,Freiburg,M'gladbach,1,0,H,2019,18.714
2019/20,2020-06-06,germany,Ein Frankfurt,Mainz,0,2,A,2019,18.714
2019/20,2020-06-06,germany,Fortuna Dusseldorf,Hoffenheim,2,2,D,2019,18.714
2019/20,2020-06-06,germany,Leverkusen,Bayern Munich,2,4,A,2019,18.714
2019/20,2020-06-06,germany,RB Leipzig,Paderborn,1,1,D,2019,18.714
2019/20,2020-06-06,germany,Dortmund,Hertha,1,0,H,2019,18.714
2019/20,2020-06-07,germany,Werder Bremen,Wolfsburg,0,1,A,2019,18.714
2019/20,2020-06-07,germany,Union Berlin,Schalke 04,1,1,D,2019,18.714
2019/20,2020-06-07,germany,Augsburg,FC Koln,1,1,D,2019,18.714
2019/20,2020-06-11,spain,Sevilla,Betis,2,0,H,2019,18.928
2019/20,2020-06-12,spain,Granada,Getafe,2,1,H,2019,18.928
2019/20,2020-06-12,spain,Valencia,Levante,1,1,D,2019,18.928
2019/20,2020-06-12,germany,Hoffenheim,RB Leipzig,0,2,A,2019,18.714
2019/20,2020-06-13,spain,Espanol,Alaves,2,0,H,2019,18.928
2019/20,2020-06-13,spain,Celta,Villarreal,0,1,A,2019,18.928
2019/20,2020-06-13,spain,Leganes,Valladolid,1,2,A,2019,18.928
2019/20,2020-06-13,spain,Mallorca,Barcelona,0,4,A,2019,18.928
2019/20,2020-06-13,germany,FC Koln,Union Berlin,1,2,A,2019,18.714
2019/20,2020-06-13,germany,Fortuna Dusseldorf,Dortmund,0,1,A,2019,18.714
2019/20,2020-06-13,germany,Hertha,Ein Frankfurt,1,4,A,2019,18.714
2019/20,2020-06-13,germany,Paderborn,Werder Bremen,1,5,A,2019,18.714
2019/20,2020-06-13,germany,Wolfsburg,Freiburg,2,2,D,2019,18.714
2019/20,2020-06-13,germany,Bayern Munich,M'gladbach,2,1,H,2019,18.714
2019/20,2020-06-14,spain,Ath Bilbao,Ath Madrid,1,1,D,2019,18.928
2019/20,2020-06-14,spain,Real Madrid,Eibar,3,1,H,2019,18.928
2019/20,2020-06-14,spain,Sociedad,Osasuna,1,1,D,2019,18.928
2019/20,2020-06-14,germany,Mainz,Augsburg,0,1,A,2019,18.714
2019/20,2020-06-14,germany,Schalke 04,Leverkusen,1,1,D,2019,18.714
2019/20,2020-06-15,spain,Levante,Sevilla,1,1,D,2019,18.928
2019/20,2020-06-15,spain,Betis,Granada,2,2,D,2019,18.928
2019/20,2020-06-16,spain,Getafe,Espanol,0,0,D,2019,18.928
2019/20,2020-06-16,spain,Villarreal,Mallorca,1,0,H,2019,18.928
2019/20,2020-06-16,spain,Barcelona,Leganes,2,0,H,2019,18.928
2019/20,2020-06-16,germany,M'gladbach,Wolfsburg,3,0,H,2019,18.714
2019/20,2020-06-16,germany,Freiburg,Hertha,2,1,H,2019,18.714
2019/20,2020-06-16,germany,Union Berlin,Paderborn,1,0,H,2019,18.714
2019/20,2020-06-16,germany,Werder Bremen,Bayern Munich,0,1,A,2019,18.714
2019/20,2020-06-17,england,Aston Villa,Sheffield United,0,0,D,2019,18.571
2019/20,2020-06-17,england,Man City,Arsenal,3,0,H,2019,18.571
2019/20,2020-06-17,spain,Eibar,Ath Bilbao,2,2,D,2019,18.928
2019/20,2020-06-17,spain,Valladolid,Celta,0,0,D,2019,18.928
2019/20,2020-06-17,spain,Osasuna,Ath Madrid,0,5,A,2019,18.928
2019/20,2020-06-17,germany,Ein Frankfurt,Schalke 04,2,1,H,2019,18.714
2019/20,2020-06-17,germany,Augsburg,Hoffenheim,1,3,A,2019,18.714
2019/20,2020-06-17,germany,Dortmund,Mainz,0,2,A,2019,18.714
2019/20,2020-06-17,germany,Leverkusen,FC Koln,3,1,H,2019,18.714
2019/20,2020-06-17,germany,RB Leipzig,Fortuna Dusseldorf,2,2,D,2019,18.714
2019/20,2020-06-18,spain,Alaves,Sociedad,2,0,H,2019,18.928
2019/20,2020-06-18,spain,Real Madrid,Valencia,3,0,H,2019,18.928
2019/20,2020-06-19,england,Norwich,Southampton,0,3,A,2019,18.571
2019/20,2020-06-19,england,Tottenham,Man United,1,1,D,2019,18.571
2019/20,2020-06-19,spain,Granada,Villarreal,0,1,A,2019,18.928
2019/20,2020-06-19,spain,Mallorca,Leganes,1,1,D,2019,18.928
2019/20,2020-06-19,spain,Sevilla,Barcelona,0,0,D,2019,18.928
2019/20,2020-06-20,england,Watford,Leicester,1,1,D,2019,18.571
2019/20,2020-06-20,england,Brighton,Arsenal,2,1,H,2019,18.571
2019/20,2020-06-20,england,West Ham,Wolves,0,2,A,2019,18.571
2019/20,2020-06-20,england,Bournemouth,Crystal Palace,0,2,A,2019,18.571
2019/20,2020-06-20,spain,Espanol,Levante,1,3,A,2019,18.928
2019/20,2020-06-20,spain,Ath Bilbao,Betis,1,0,H,2019,18.928
2019/20,2020-06-20,spain,Getafe,Eibar,1,1,D,2019,18.928
2019/20,2020-06-20,spain,Ath Madrid,Valladolid,1,0,H,2019,18.928
2019/20,2020-06-20,italy,Torino,Parma,1,1,D,2019,14.928
2019/20,2020-06-20,italy,Verona,Cagliari,2,1,H,2019,14.928
2019/20,2020-06-20,germany,Bayern Munich,Freiburg,3,1,H,2019,18.714
2019/20,2020-06-20,germany,FC Koln,Ein Frankfurt,1,1,D,2019,18.714
2019/20,2020-06-20,germany,Fortuna Dusseldorf,Augsburg,1,1,D,2019,18.714
2019/20,2020-06-20,germany,Hertha,Leverkusen,2,0,H,2019,18.714
2019/20,2020-06-20,germany,Hoffenheim,Union Berlin,4,0,H,2019,18.714
2019/20,2020-06-20,germany,Mainz,Werder Bremen,3,1,H,2019,18.714
2019/20,2020-06-20,germany,Paderborn,M'gladbach,1,3,A,2019,18.714
2019/20,2020-06-20,germany,RB Leipzig,Dortmund,0,2,A,2019,18.714
2019/20,2020-06-20,germany,Schalke 04,Wolfsburg,1,4,A,2019,18.714
2019/20,2020-06-21,england,Newcastle,Sheffield United,3,0,H,2019,18.571
2019/20,2020-06-21,england,Aston Villa,Chelsea,1,2,A,2019,18.571
2019/20,2020-06-21,england,Everton,Liverpool,0,0,D,2019,18.571
2019/20,2020-06-21,spain,Celta,Alaves,6,0,H,2019,18.928
2019/20,2020-06-21,spain,Valencia,Osasuna,2,0,H,2019,18.928
2019/20,2020-06-21,spain,Sociedad,Real Madrid,1,2,A,2019,18.928
2019/20,2020-06-21,italy,Atalanta,Sassuolo,4,1,H,2019,14.928
2019/20,2020-06-21,italy,Inter,Sampdoria,2,1,H,2019,14.928
2019/20,2020-06-22,england,Man City,Burnley,5,0,H,2019,18.571
2019/20,2020-06-22,spain,Villarreal,Sevilla,2,2,D,2019,18.928
2019/20,2020-06-22,spain,Leganes,Granada,0,0,D,2019,18.928
2019/20,2020-06-22,italy,Fiorentina,Brescia,1,1,D,2019,14.928
2019/20,2020-06-22,italy,Lecce,Milan,1,4,A,2019,14.928
2019/20,2020-06-22,italy,Bologna,Juventus,0,2,A,2019,14.928
2019/20,2020-06-23,england,Leicester,Brighton,0,0,D,2019,18.571
2019/20,2020-06-23,england,Tottenham,West Ham,2,0,H,2019,18.571
2019/20,2020-06-23,spain,Levante,Ath Madrid,0,1,A,2019,18.928
2019/20,2020-06-23,spain,Valladolid,Getafe,1,1,D,2019,18.928
2019/20,2020-06-23,spain,Barcelona,Ath Bilbao,1,0,H,2019,18.928
2019/20,2020-06-23,italy,Spal,Cagliari,0,1,A,2019,14.928
2019/20,2020-06-23,italy,Verona,Napoli,0,2,A,2019,14.928
2019/20,2020-06-23,italy,Genoa,Parma,1,4,A,2019,14.928
2019/20,2020-06-23,italy,Torino,Udinese,1,0,H,2019,14.928
2019/20,2020-06-24,england,Man United,Sheffield United,3,0,H,2019,18.571
2019/20,2020-06-24,england,Newcastle,Aston Villa,1,1,D,2019,18.571
2019/20,2020-06-24,england,Norwich,Everton,0,1,A,2019,18.571
2019/20,2020-06-24,england,Wolves,Bournemouth,1,0,H,2019,18.571
2019/20,2020-06-24,england,Liverpool,Crystal Palace,4,0,H,2019,18.571
2019/20,2020-06-24,spain,Alaves,Osasuna,0,1,A,2019,18.928
2019/20,2020-06-24,spain,Sociedad,Celta,0,1,A,2019,18.928
2019/20,2020-06-24,spain,Real Madrid,Mallorca,2,0,H,2019,18.928
2019/20,2020-06-24,italy,Inter,Sassuolo,3,3,D,2019,14.928
2019/20,2020-06-24,italy,Atalanta,Lazio,3,2,H,2019,14.928
2019/20,2020-06-24,italy,Roma,Sampdoria,2,1,H,2019,14.928
2019/20,2020-06-25,england,Burnley,Watford,1,0,H,2019,18.571
2019/20,2020-06-25,england,Southampton,Arsenal,0,2,A,2019,18.571
2019/20,2020-06-25,england,Chelsea,Man City,2,1,H,2019,18.571
2019/20,2020-06-25,spain,Eibar,Valencia,1,0,H,2019,18.928
2019/20,2020-06-25,spain,Betis,Espanol,1,0,H,2019,18.928
2019/20,2020-06-26,spain,Sevilla,Valladolid,1,1,D,2019,18.928
2019/20,2020-06-26,italy,Juventus,Lecce,4,0,H,2019,14.928
2019/20,2020-06-27,england,Aston Villa,Wolves,0,1,A,2019,18.571
2019/20,2020-06-27,spain,Ath Bilbao,Mallorca,3,1,H,2019,18.928
2019/20,2020-06-27,spain,Celta,Barcelona,2,2,D,2019,18.928
2019/20,2020-06-27,spain,Osasuna,Leganes,2,1,H,2019,18.928
2019/20,2020-06-27,spain,Ath Madrid,Alaves,2,1,H,2019,18.928
2019/20,2020-06-27,italy,Brescia,Genoa,2,2,D,2019,14.928
2019/20,2020-06-27,italy,Cagliari,Torino,4,2,H,2019,14.928
2019/20,2020-06-27,italy,Lazio,Fiorentina,2,1,H,2019,14.928
2019/20,2020-06-27,germany,Augsburg,RB Leipzig,1,2,A,2019,18.714
2019/20,2020-06-27,germany,Dortmund,Hoffenheim,0,4,A,2019,18.714
2019/20,2020-06-27,germany,Ein Frankfurt,Paderborn,3,2,H,2019,18.714
2019/20,2020-06-27,germany,Freiburg,Schalke 04,4,0,H,2019,18.714
2019/20,2020-06-27,germany,Leverkusen,Mainz,1,0,H,2019,18.714
2019/20,2020-06-27,germany,M'gladbach,Hertha,2,1,H,2019,18.714
2019/20,2020-06-27,germany,Union Berlin,Fortuna Dusseldorf,3,0,H,2019,18.714
2019/20,2020-06-27,germany,Werder Bremen,FC Koln,6,1,H,2019,18.714
2019/20,2020-06-27,germany,Wolfsburg,Bayern Munich,0,4,A,2019,18.714
2019/20,2020-06-28,england,Watford,Southampton,1,3,A,2019,18.571
2019/20,2020-06-28,spain,Levante,Betis,4,2,H,2019,18.928
2019/20,2020-06-28,spain,Villarreal,Valencia,2,0,H,2019,18.928
2019/20,2020-06-28,spain,Granada,Eibar,1,2,A,2019,18.928
2019/20,2020-06-28,spain,Espanol,Real Madrid,0,1,A,2019,18.928
2019/20,2020-06-28,italy,Milan,Roma,2,0,H,2019,14.928
2019/20,2020-06-28,italy,Napoli,Spal,3,1,H,2019,14.928
2019/20,2020-06-28,italy,Sampdoria,Bologna,1,2,A,2019,14.928
2019/20,2020-06-28,italy,Sassuolo,Verona,3,3,D,2019,14.928
2019/20,2020-06-28,italy,Udinese,Atalanta,2,3,A,2019,14.928
2019/20,2020-06-28,italy,Parma,Inter,1,2,A,2019,14.928
2019/20,2020-06-29,england,Crystal Palace,Burnley,0,1,A,2019,18.571
2019/20,2020-06-29,spain,Getafe,Sociedad,2,1,H,2019,18.928
2019/20,2020-06-30,england,Brighton,Man United,0,3,A,2019,18.571
2019/20,2020-06-30,spain,Mallorca,Celta,5,1,H,2019,18.928
2019/20,2020-06-30,spain,Leganes,Sevilla,0,3,A,2019,18.928
2019/20,2020-06-30,spain,Barcelona,Ath Madrid,2,2,D,2019,18.928
2019/20,2020-06-30,italy,Torino,Lazio,1,2,A,2019,14.928
2019/20,2020-06-30,italy,Genoa,Juventus,1,3,A,2019,14.928
2019/20,2020-07-01,england,Arsenal,Norwich,4,0,H,2019,18.571
2019/20,2020-07-01,england,Bournemouth,Newcastle,1,4,A,2019,18.571
2019/20,2020-07-01,england,Everton,Leicester,2,1,H,2019,18.571
2019/20,2020-07-01,england,West Ham,Chelsea,3,2,H,2019,18.571
2019/20,2020-07-01,spain,Alaves,Granada,0,2,A,2019,18.928
2019/20,2020-07-01,spain,Valencia,Ath Bilbao,0,2,A,2019,18.928
2019/20,2020-07-01,spain,Betis,Villarreal,0,2,A,2019,18.928
2019/20,2020-07-01,spain,Valladolid,Levante,0,0,D,2019,18.928
2019/20,2020-07-01,italy,Bologna,Cagliari,1,1,D,2019,14.928
2019/20,2020-07-01,italy,Inter,Brescia,6,0,H,2019,14.928
2019/20,2020-07-01,italy,Fiorentina,Sassuolo,1,3,A,2019,14.928
2019/20,2020-07-01,italy,Lecce,Sampdoria,1,2,A,2019,14.928
2019/20,2020-07-01,italy,Spal,Milan,2,2,D,2019,14.928
2019/20,2020-07-01,italy,Verona,Parma,3,2,H,2019,14.928
2019/20,2020-07-02,england,Sheffield United,Tottenham,3,1,H,2019,18.571
2019/20,2020-07-02,england,Man City,Liverpool,4,0,H,2019,18.571
2019/20,2020-07-02,spain,Eibar,Osasuna,0,2,A,2019,18.928
2019/20,2020-07-02,spain,Sociedad,Espanol,2,1,H,2019,18.928
2019/20,2020-07-02,spain,Real Madrid,Getafe,1,0,H,2019,18.928
2019/20,2020-07-02,italy,Atalanta,Napoli,2,0,H,2019,14.928
2019/20,2020-07-02,italy,Roma,Udinese,0,2,A,2019,14.928
2019/20,2020-07-03,spain,Ath Madrid,Mallorca,3,0,H,2019,18.928
2019/20,2020-07-04,england,Norwich,Brighton,0,1,A,2019,18.571
2019/20,2020-07-04,england,Leicester,Crystal Palace,3,0,H,2019,18.571
2019/20,2020-07-04,england,Man United,Bournemouth,5,2,H,2019,18.571
2019/20,2020-07-04,england,Wolves,Arsenal,0,2,A,2019,18.571
2019/20,2020-07-04,england,Chelsea,Watford,3,0,H,2019,18.571
2019/20,2020-07-04,spain,Celta,Betis,1,1,D,2019,18.928
2019/20,2020-07-04,spain,Valladolid,Alaves,1,0,H,2019,18.928
2019/20,2020-07-04,spain,Granada,Valencia,2,2,D,2019,18.928
2019/20,2020-07-04,italy,Juventus,Torino,4,1,H,2019,14.928
2019/20,2020-07-04,italy,Sassuolo,Lecce,4,2,H,2019,14.928
2019/20,2020-07-04,italy,Lazio,Milan,0,3,A,2019,14.928
2019/20,2020-07-05,england,Burnley,Sheffield United,1,1,D,2019,18.571
2019/20,2020-07-05,england,Newcastle,West Ham,2,2,D,2019,18.571
2019/20,2020-07-05,england,Liverpool,Aston Villa,2,0,H,2019,18.571
2019/20,2020-07-05,england,Southampton,Man City,1,0,H,2019,18.571
2019/20,2020-07-05,spain,Ath Bilbao,Real Madrid,0,1,A,2019,18.928
2019/20,2020-07-05,spain,Espanol,Leganes,0,1,A,2019,18.928
2019/20,2020-07-05,spain,Osasuna,Getafe,0,0,D,2019,18.928
2019/20,2020-07-05,spain,Villarreal,Barcelona,1,4,A,2019,18.928
2019/20,2020-07-05,italy,Inter,Bologna,1,2,A,2019,14.928
2019/20,2020-07-05,italy,Brescia,Verona,2,0,H,2019,14.928
2019/20,2020-07-05,italy,Cagliari,Atalanta,0,1,A,2019,14.928
2019/20,2020-07-05,italy,Parma,Fiorentina,1,2,A,2019,14.928
2019/20,2020-07-05,italy,Sampdoria,Spal,3,0,H,2019,14.928
2019/20,2020-07-05,italy,Udinese,Genoa,2,2,D,2019,14.928
2019/20,2020-07-05,italy,Napoli,Roma,2,1,H,2019,14.928
2019/20,2020-07-06,england,Tottenham,Everton,1,0,H,2019,18.571
2019/20,2020-07-06,spain,Levante,Sociedad,1,1,D,2019,18.928
2019/20,2020-07-06,spain,Sevilla,Eibar,1,0,H,2019,18.928
2019/20,2020-07-07,england,Crystal Palace,Chelsea,2,3,A,2019,18.571
2019/20,2020-07-07,england,Watford,Norwich,2,1,H,2019,18.571
2019/20,2020-07-07,england,Arsenal,Leicester,1,1,D,2019,18.571
2019/20,2020-07-07,spain,Valencia,Valladolid,2,1,H,2019,18.928
2019/20,2020-07-07,spain,Celta,Ath Madrid,1,1,D,2019,18.928
2019/20,2020-07-07,italy,Lecce,Lazio,2,1,H,2019,14.928
2019/20,2020-07-07,italy,Milan,Juventus,4,2,H,2019,14.928
2019/20,2020-07-08,england,Man City,Newcastle,5,0,H,2019,18.571
2019/20,2020-07-08,england,Sheffield United,Wolves,1,0,H,2019,18.571
2019/20,2020-07-08,england,West Ham,Burnley,0,1,A,2019,18.571
2019/20,2020-07-08,england,Brighton,Liverpool,1,3,A,2019,18.571
2019/20,2020-07-08,spain,Betis,Osasuna,3,0,H,2019,18.928
2019/20,2020-07-08,spain,Getafe,Villarreal,1,3,A,2019,18.928
2019/20,2020-07-08,spain,Barcelona,Espanol,1,0,H,2019,18.928
2019/20,2020-07-08,italy,Fiorentina,Cagliari,0,0,D,2019,14.928
2019/20,2020-07-08,italy,Genoa,Napoli,1,2,A,2019,14.928
