Season,Date,League,HomeTeam,AwayTeam,FTHG,FTAG,FTR,SeasonStartYear,league_offset
2015/16,2015-08-07,france,Lille,Paris SG,0,1,A,2015,11.083
2015/16,2015-08-08,england,Bournemouth,Aston Villa,0,1,A,2015,14.25
2015/16,2015-08-08,england,Chelsea,Swansea,2,2,D,2015,14.25
2015/16,2015-08-08,england,Everton,Watford,2,2,D,2015,14.25
2015/16,2015-08-08,england,Leicester,Sunderland,4,2,H,2015,14.25
2015/16,2015-08-08,england,Man United,Tottenham,1,0,H,2015,14.25
2015/16,2015-08-08,england,Norwich,Crystal Palace,1,3,A,2015,14.25
2015/16,2015-08-08,france,Bastia,Rennes,2,1,H,2015,11.083
2015/16,2015-08-08,france,Marseille,Caen,0,1,A,2015,11.083
2015/16,2015-08-08,france,Montpellier,Angers,0,2,A,2015,11.083
2015/16,2015-08-08,france,Nantes,Guingamp,1,0,H,2015,11.083
2015/16,2015-08-08,france,Nice,Monaco,1,2,A,2015,11.083
2015/16,2015-08-08,france,Troyes,Ajaccio GFCO,0,0,D,2015,11.083
2015/16,2015-08-09,england,Arsenal,West Ham,0,2,A,2015,14.25
2015/16,2015-08-09,england,Newcastle,Southampton,2,2,D,2015,14.25
2015/16,2015-08-09,england,Stoke,Liverpool,0,1,A,2015,14.25
2015/16,2015-08-09,france,Bordeaux,Reims,1,2,A,2015,11.083
2015/16,2015-08-09,france,Lyon,Lorient,0,0,D,2015,11.083
2015/16,2015-08-09,france,Toulouse,St Etienne,2,1,H,2015,11.083
2015/16,2015-08-10,england,West Brom,Man City,0,3,A,2015,14.25
2015/16,2015-08-14,england,Aston Villa,Man United,0,1,A,2015,14.25
2015/16,2015-08-14,germany,Bayern Munich,Hamburg,5,0,H,2015,16.428
2015/16,2015-08-14,france,Monaco,Lille,0,0,D,2015,11.083
2015/16,2015-08-15,england,Southampton,Everton,0,3,A,2015,14.25
2015/16,2015-08-15,england,Sunderland,Norwich,1,3,A,2015,14.25
2015/16,2015-08-15,england,Swansea,Newcastle,2,0,H,2015,14.25
2015/16,2015-08-15,england,Tottenham,Stoke,2,2,D,2015,14.25
2015/16,2015-08-15,england,Watford,West Brom,0,0,D,2015,14.25
2015/16,2015-08-15,england,West Ham,Leicester,1,2,A,2015,14.25
2015/16,2015-08-15,germany,Augsburg,Hertha,0,1,A,2015,16.428
2015/16,2015-08-15,germany,Darmstadt,Hannover,2,2,D,2015,16.428
2015/16,2015-08-15,germany,Dortmund,M'gladbach,4,0,H,2015,16.428
2015/16,2015-08-15,germany,Leverkusen,Hoffenheim,2,1,H,2015,16.428
2015/16,2015-08-15,germany,Mainz,Ingolstadt,0,1,A,2015,16.428
2015/16,2015-08-15,germany,Werder Bremen,Schalke 04,0,3,A,2015,16.428
2015/16,2015-08-15,france,Angers,Nantes,0,0,D,2015,11.083
2015/16,2015-08-15,france,Caen,Toulouse,1,0,H,2015,11.083
2015/16,2015-08-15,france,Guingamp,Lyon,0,1,A,2015,11.083
2015/16,2015-08-15,france,Rennes,Montpellier,1,0,H,2015,11.083
2015/16,2015-08-15,france,St Etienne,Bordeaux,1,1,D,2015,11.083
2015/16,2015-08-15,france,Troyes,Nice,3,3,D,2015,11.083
2015/16,2015-08-16,england,Crystal Palace,Arsenal,1,2,A,2015,14.25
2015/16,2015-08-16,england,Man City,Chelsea,3,0,H,2015,14.25
2015/16,2015-08-16,germany,Stuttgart,FC Koln,1,3,A,2015,16.428
2015/16,2015-08-16,germany,Wolfsburg,Ein Frankfurt,2,1,H,2015,16.428
2015/16,2015-08-16,france,Lorient,Bastia,1,1,D,2015,11.083
2015/16,2015-08-16,france,Paris SG,Ajaccio GFCO,2,0,H,2015,11.083
2015/16,2015-08-16,france,Reims,Marseille,1,0,H,2015,11.083
2015/16,2015-08-17,england,Liverpool,Bournemouth,1,0,H,2015,14.25
2015/16,2015-08-21,spain,Malaga,Sevilla,0,0,D,2015,23.928
2015/16,2015-08-21,germany,Hertha,Werder Bremen,1,1,D,2015,16.428
2015/16,2015-08-21,france,Montpellier,Paris SG,0,1,A,2015,11.083
2015/16,2015-08-22,england,Crystal Palace,Aston Villa,2,1,H,2015,14.25
2015/16,2015-08-22,england,Leicester,Tottenham,1,1,D,2015,14.25
2015/16,2015-08-22,england,Man United,Newcastle,0,0,D,2015,14.25
2015/16,2015-08-22,england,Norwich,Stoke,1,1,D,2015,14.25
2015/16,2015-08-22,england,Sunderland,Swansea,1,1,D,2015,14.25
2015/16,2015-08-22,england,West Ham,Bournemouth,3,4,A,2015,14.25
2015/16,2015-08-22,spain,Ath Madrid,Las Palmas,1,0,H,2015,23.928
2015/16,2015-08-22,spain,Espanol,Getafe,1,0,H,2015,23.928
2015/16,2015-08-22,spain,La Coruna,Sociedad,0,0,D,2015,23.928
2015/16,2015-08-22,spain,Vallecano,Valencia,0,0,D,2015,23.928
2015/16,2015-08-22,italy,Lazio,Bologna,2,1,H,2015,11.5
2015/16,2015-08-22,italy,Verona,Roma,1,1,D,2015,11.5
2015/16,2015-08-22,germany,Ein Frankfurt,Augsburg,1,1,D,2015,16.428
2015/16,2015-08-22,germany,FC Koln,Wolfsburg,1,1,D,2015,16.428
2015/16,2015-08-22,germany,Hamburg,Stuttgart,3,2,H,2015,16.428
2015/16,2015-08-22,germany,Hannover,Leverkusen,0,1,A,2015,16.428
2015/16,2015-08-22,germany,Hoffenheim,Bayern Munich,1,2,A,2015,16.428
2015/16,2015-08-22,germany,Schalke 04,Darmstadt,1,1,D,2015,16.428
2015/16,2015-08-22,france,Ajaccio GFCO,Angers,0,2,A,2015,11.083
2015/16,2015-08-22,france,Bastia,Guingamp,3,0,H,2015,11.083
2015/16,2015-08-22,france,Lyon,Rennes,1,2,A,2015,11.083
2015/16,2015-08-22,france,Nantes,Reims,1,0,H,2015,11.083
2015/16,2015-08-22,france,Nice,Caen,2,1,H,2015,11.083
2015/16,2015-08-22,france,Toulouse,Monaco,1,1,D,2015,11.083
2015/16,2015-08-23,england,Everton,Man City,0,2,A,2015,14.25
2015/16,2015-08-23,england,Watford,Southampton,0,0,D,2015,14.25
2015/16,2015-08-23,england,West Brom,Chelsea,2,3,A,2015,14.25
2015/16,2015-08-23,spain,Ath Bilbao,Barcelona,0,1,A,2015,23.928
2015/16,2015-08-23,spain,Betis,Villarreal,1,1,D,2015,23.928
2015/16,2015-08-23,spain,Levante,Celta,1,2,A,2015,23.928
2015/16,2015-08-23,spain,Sp Gijon,Real Madrid,0,0,D,2015,23.928
2015/16,2015-08-23,italy,Empoli,Chievo,1,3,A,2015,11.5
2015/16,2015-08-23,italy,Fiorentina,Milan,2,0,H,2015,11.5
2015/16,2015-08-23,italy,Frosinone,Torino,1,2,A,2015,11.5
2015/16,2015-08-23,italy,Inter,Atalanta,1,0,H,2015,11.5
2015/16,2015-08-23,italy,Juventus,Udinese,0,1,A,2015,11.5
2015/16,2015-08-23,italy,Palermo,Genoa,1,0,H,2015,11.5
2015/16,2015-08-23,italy,Sampdoria,Carpi,5,2,H,2015,11.5
2015/16,2015-08-23,italy,Sassuolo,Napoli,2,1,H,2015,11.5
2015/16,2015-08-23,germany,Ingolstadt,Dortmund,0,4,A,2015,16.428
2015/16,2015-08-23,germany,M'gladbach,Mainz,1,2,A,2015,16.428
2015/16,2015-08-23,france,Lille,Bordeaux,0,0,D,2015,11.083
2015/16,2015-08-23,france,Lorient,St Etienne,0,1,A,2015,11.083
2015/16,2015-08-23,france,Marseille,Troyes,6,0,H,2015,11.083
2015/16,2015-08-24,england,Arsenal,Liverpool,0,0,D,2015,14.25
2015/16,2015-08-24,spain,Granada,Eibar,1,3,A,2015,23.928
2015/16,2015-08-28,spain,Villarreal,Espanol,3,1,H,2015,23.928
2015/16,2015-08-28,germany,Wolfsburg,Schalke 04,3,0,H,2015,16.428
2015/16,2015-08-28,france,Guingamp,Marseille,2,0,H,2015,11.083
2015/16,2015-08-29,england,Aston Villa,Sunderland,2,2,D,2015,14.25
2015/16,2015-08-29,england,Bournemouth,Leicester,1,1,D,2015,14.25
2015/16,2015-08-29,england,Chelsea,Crystal Palace,1,2,A,2015,14.25
2015/16,2015-08-29,england,Liverpool,West Ham,0,3,A,2015,14.25
2015/16,2015-08-29,england,Man City,Watford,2,0,H,2015,14.25
2015/16,2015-08-29,england,Newcastle,Arsenal,0,1,A,2015,14.25
2015/16,2015-08-29,england,Stoke,West Brom,0,1,A,2015,14.25
2015/16,2015-08-29,england,Tottenham,Everton,0,0,D,2015,14.25
2015/16,2015-08-29,spain,Barcelona,Malaga,1,0,H,2015,23.928
2015/16,2015-08-29,spain,Celta,Vallecano,3,0,H,2015,23.928
2015/16,2015-08-29,spain,Real Madrid,Betis,5,0,H,2015,23.928
2015/16,2015-08-29,spain,Sociedad,Sp Gijon,0,0,D,2015,23.928
2015/16,2015-08-29,italy,Bologna,Sassuolo,0,1,A,2015,11.5
2015/16,2015-08-29,italy,Milan,Empoli,2,1,H,2015,11.5
2015/16,2015-08-29,germany,Augsburg,Ingolstadt,0,1,A,2015,16.428
2015/16,2015-08-29,germany,Bayern Munich,Leverkusen,3,0,H,2015,16.428
2015/16,2015-08-29,germany,Darmstadt,Hoffenheim,0,0,D,2015,16.428
2015/16,2015-08-29,germany,FC Koln,Hamburg,2,1,H,2015,16.428
2015/16,2015-08-29,germany,Mainz,Hannover,3,0,H,2015,16.428
2015/16,2015-08-29,germany,Stuttgart,Ein Frankfurt,1,4,A,2015,16.428
2015/16,2015-08-29,france,Angers,Nice,1,1,D,2015,11.083
2015/16,2015-08-29,france,Caen,Lyon,0,4,A,2015,11.083
2015/16,2015-08-29,france,Lille,Ajaccio GFCO,1,0,H,2015,11.083
2015/16,2015-08-29,france,Reims,Lorient,4,1,H,2015,11.083
2015/16,2015-08-29,france,Rennes,Toulouse,3,1,H,2015,11.083
2015/16,2015-08-29,france,Troyes,Montpellier,0,0,D,2015,11.083
2015/16,2015-08-30,england,Southampton,Norwich,3,0,H,2015,14.25
2015/16,2015-08-30,england,Swansea,Man United,2,1,H,2015,14.25
2015/16,2015-08-30,spain,Eibar,Ath Bilbao,2,0,H,2015,23.928
2015/16,2015-08-30,spain,Getafe,Granada,1,2,A,2015,23.928
2015/16,2015-08-30,spain,Las Palmas,Levante,0,0,D,2015,23.928
2015/16,2015-08-30,spain,Sevilla,Ath Madrid,0,3,A,2015,23.928
2015/16,2015-08-30,spain,Valencia,La Coruna,1,1,D,2015,23.928
2015/16,2015-08-30,italy,Atalanta,Frosinone,2,0,H,2015,11.5
2015/16,2015-08-30,italy,Carpi,Inter,1,2,A,2015,11.5
2015/16,2015-08-30,italy,Chievo,Lazio,4,0,H,2015,11.5
2015/16,2015-08-30,italy,Genoa,Verona,2,0,H,2015,11.5
2015/16,2015-08-30,italy,Napoli,Sampdoria,2,2,D,2015,11.5
2015/16,2015-08-30,italy,Roma,Juventus,2,1,H,2015,11.5
2015/16,2015-08-30,italy,Torino,Fiorentina,3,1,H,2015,11.5
2015/16,2015-08-30,italy,Udinese,Palermo,0,1,A,2015,11.5
2015/16,2015-08-30,germany,Dortmund,Hertha,3,1,H,2015,16.428
2015/16,2015-08-30,germany,Werder Bremen,M'gladbach,2,1,H,2015,16.428
2015/16,2015-08-30,france,Bordeaux,Nantes,2,0,H,2015,11.083
2015/16,2015-08-30,france,Monaco,Paris SG,0,3,A,2015,11.083
2015/16,2015-08-30,france,St Etienne,Bastia,2,1,H,2015,11.083
2015/16,2015-09-11,spain,Levante,Sevilla,1,1,D,2015,23.928
2015/16,2015-09-11,germany,M'gladbach,Hamburg,0,3,A,2015,16.428
2015/16,2015-09-11,france,Paris SG,Bordeaux,2,2,D,2015,11.083
2015/16,2015-09-12,england,Arsenal,Stoke,2,0,H,2015,14.25
2015/16,2015-09-12,england,Crystal Palace,Man City,0,1,A,2015,14.25
2015/16,2015-09-12,england,Everton,Chelsea,3,1,H,2015,14.25
2015/16,2015-09-12,england,Man United,Liverpool,3,1,H,2015,14.25
2015/16,2015-09-12,england,Norwich,Bournemouth,3,1,H,2015,14.25
2015/16,2015-09-12,england,Watford,Swansea,1,0,H,2015,14.25
2015/16,2015-09-12,england,West Brom,Southampton,0,0,D,2015,14.25
2015/16,2015-09-12,spain,Ath Madrid,Barcelona,1,2,A,2015,23.928
2015/16,2015-09-12,spain,Betis,Sociedad,1,0,H,2015,23.928
2015/16,2015-09-12,spain,Espanol,Real Madrid,0,6,A,2015,23.928
2015/16,2015-09-12,spain,Sp Gijon,Valencia,0,1,A,2015,23.928
2015/16,2015-09-12,italy,Fiorentina,Genoa,1,0,H,2015,11.5
2015/16,2015-09-12,italy,Frosinone,Roma,0,2,A,2015,11.5
2015/16,2015-09-12,italy,Juventus,Chievo,1,1,D,2015,11.5
2015/16,2015-09-12,germany,Bayern Munich,Augsburg,2,1,H,2015,16.428
2015/16,2015-09-12,germany,Ein Frankfurt,FC Koln,6,2,H,2015,16.428
2015/16,2015-09-12,germany,Hannover,Dortmund,2,4,A,2015,16.428
2015/16,2015-09-12,germany,Hertha,Stuttgart,2,1,H,2015,16.428
2015/16,2015-09-12,germany,Ingolstadt,Wolfsburg,0,0,D,2015,16.428
2015/16,2015-09-12,germany,Leverkusen,Darmstadt,0,1,A,2015,16.428
2015/16,2015-09-12,france,Lorient,Angers,3,1,H,2015,11.083
2015/16,2015-09-12,france,Lyon,Lille,0,0,D,2015,11.083
2015/16,2015-09-12,france,Montpellier,St Etienne,1,2,A,2015,11.083
2015/16,2015-09-12,france,Nice,Guingamp,0,1,A,2015,11.083
2015/16,2015-09-12,france,Toulouse,Reims,2,2,D,2015,11.083
2015/16,2015-09-12,france,Troyes,Caen,1,3,A,2015,11.083
2015/16,2015-09-13,england,Leicester,Aston Villa,3,2,H,2015,14.25
2015/16,2015-09-13,england,Sunderland,Tottenham,0,1,A,2015,14.25
2015/16,2015-09-13,spain,Ath Bilbao,Getafe,3,1,H,2015,23.928
2015/16,2015-09-13,spain,Celta,Las Palmas,3,3,D,2015,23.928
2015/16,2015-09-13,spain,Granada,Villarreal,1,3,A,2015,23.928
2015/16,2015-09-13,spain,Malaga,Eibar,0,0,D,2015,23.928
2015/16,2015-09-13,italy,Empoli,Napoli,2,2,D,2015,11.5
2015/16,2015-09-13,italy,Inter,Milan,1,0,H,2015,11.5
2015/16,2015-09-13,italy,Lazio,Udinese,2,0,H,2015,11.5
2015/16,2015-09-13,italy,Palermo,Carpi,2,2,D,2015,11.5
2015/16,2015-09-13,italy,Sassuolo,Atalanta,2,2,D,2015,11.5
2015/16,2015-09-13,italy,Verona,Torino,2,2,D,2015,11.5
2015/16,2015-09-13,germany,Hoffenheim,Werder Bremen,1,3,A,2015,16.428
2015/16,2015-09-13,germany,Schalke 04,Mainz,2,1,H,2015,16.428
2015/16,2015-09-13,france,Ajaccio GFCO,Monaco,0,1,A,2015,11.083
2015/16,2015-09-13,france,Marseille,Bastia,4,1,H,2015,11.083
2015/16,2015-09-13,france,Nantes,Rennes,0,2,A,2015,11.083
2015/16,2015-09-14,england,West Ham,Newcastle,2,0,H,2015,14.25
2015/16,2015-09-14,spain,Vallecano,La Coruna,1,3,A,2015,23.928
2015/16,2015-09-14,italy,Sampdoria,Bologna,2,0,H,2015,11.5
2015/16,2015-09-18,spain,Getafe,Malaga,1,0,H,2015,23.928
2015/16,2015-09-18,germany,Mainz,Hoffenheim,3,1,H,2015,16.428
2015/16,2015-09-18,france,Rennes,Lille,1,1,D,2015,11.083
2015/16,2015-09-19,england,Aston Villa,West Brom,0,1,A,2015,14.25
2015/16,2015-09-19,england,Bournemouth,Sunderland,2,0,H,2015,14.25
2015/16,2015-09-19,england,Chelsea,Arsenal,2,0,H,2015,14.25
2015/16,2015-09-19,england,Man City,West Ham,1,2,A,2015,14.25
2015/16,2015-09-19,england,Newcastle,Watford,1,2,A,2015,14.25
2015/16,2015-09-19,england,Stoke,Leicester,2,2,D,2015,14.25
2015/16,2015-09-19,england,Swansea,Everton,0,0,D,2015,14.25
2015/16,2015-09-19,spain,Eibar,Ath Madrid,0,2,A,2015,23.928
2015/16,2015-09-19,spain,Real Madrid,Granada,1,0,H,2015,23.928
2015/16,2015-09-19,spain,Sociedad,Espanol,2,3,A,2015,23.928
2015/16,2015-09-19,spain,Valencia,Betis,0,0,D,2015,23.928
2015/16,2015-09-19,italy,Milan,Palermo,3,2,H,2015,11.5
2015/16,2015-09-19,italy,Udinese,Empoli,1,2,A,2015,11.5
2015/16,2015-09-19,germany,Darmstadt,Bayern Munich,0,3,A,2015,16.428
2015/16,2015-09-19,germany,FC Koln,M'gladbach,1,0,H,2015,16.428
2015/16,2015-09-19,germany,Hamburg,Ein Frankfurt,0,0,D,2015,16.428
2015/16,2015-09-19,germany,Werder Bremen,Ingolstadt,0,1,A,2015,16.428
2015/16,2015-09-19,germany,Wolfsburg,Hertha,2,0,H,2015,16.428
2015/16,2015-09-19,france,Angers,Troyes,1,0,H,2015,11.083
2015/16,2015-09-19,france,Bastia,Nice,1,3,A,2015,11.083
2015/16,2015-09-19,france,Caen,Montpellier,2,1,H,2015,11.083
2015/16,2015-09-19,france,Guingamp,Ajaccio GFCO,2,1,H,2015,11.083
2015/16,2015-09-19,france,Reims,Paris SG,1,1,D,2015,11.083
2015/16,2015-09-20,england,Liverpool,Norwich,1,1,D,2015,14.25
2015/16,2015-09-20,england,Southampton,Man United,2,3,A,2015,14.25
2015/16,2015-09-20,england,Tottenham,Crystal Palace,1,0,H,2015,14.25
2015/16,2015-09-20,spain,Barcelona,Levante,4,1,H,2015,23.928
2015/16,2015-09-20,spain,La Coruna,Sp Gijon,2,3,A,2015,23.928
2015/16,2015-09-20,spain,Las Palmas,Vallecano,0,1,A,2015,23.928
2015/16,2015-09-20,spain,Sevilla,Celta,1,2,A,2015,23.928
2015/16,2015-09-20,spain,Villarreal,Ath Bilbao,3,1,H,2015,23.928
2015/16,2015-09-20,italy,Atalanta,Verona,1,1,D,2015,11.5
2015/16,2015-09-20,italy,Bologna,Frosinone,1,0,H,2015,11.5
2015/16,2015-09-20,italy,Carpi,Fiorentina,0,1,A,2015,11.5
2015/16,2015-09-20,italy,Chievo,Inter,0,1,A,2015,11.5
2015/16,2015-09-20,italy,Genoa,Juventus,0,2,A,2015,11.5
2015/16,2015-09-20,italy,Napoli,Lazio,5,0,H,2015,11.5
2015/16,2015-09-20,italy,Roma,Sassuolo,2,2,D,2015,11.5
2015/16,2015-09-20,italy,Torino,Sampdoria,2,0,H,2015,11.5
2015/16,2015-09-20,germany,Augsburg,Hannover,2,0,H,2015,16.428
2015/16,2015-09-20,germany,Dortmund,Leverkusen,3,0,H,2015,16.428
2015/16,2015-09-20,germany,Stuttgart,Schalke 04,0,1,A,2015,16.428
2015/16,2015-09-20,france,Bordeaux,Toulouse,1,1,D,2015,11.083
2015/16,2015-09-20,france,Marseille,Lyon,1,1,D,2015,11.083
2015/16,2015-09-20,france,Monaco,Lorient,2,3,A,2015,11.083
2015/16,2015-09-20,france,St Etienne,Nantes,2,0,H,2015,11.083
2015/16,2015-09-22,spain,Ath Madrid,Getafe,2,0,H,2015,23.928
2015/16,2015-09-22,spain,Espanol,Valencia,1,0,H,2015,23.928
2015/16,2015-09-22,spain,Granada,Sociedad,0,3,A,2015,23.928
2015/16,2015-09-22,italy,Udinese,Milan,2,3,A,2015,11.5
2015/16,2015-09-22,germany,Bayern Munich,Wolfsburg,5,1,H,2015,16.428
2015/16,2015-09-22,germany,Darmstadt,Werder Bremen,2,1,H,2015,16.428
2015/16,2015-09-22,germany,Hertha,FC Koln,2,0,H,2015,16.428
2015/16,2015-09-22,germany,Ingolstadt,Hamburg,0,1,A,2015,16.428
2015/16,2015-09-22,france,Angers,Reims,0,0,D,2015,11.083
2015/16,2015-09-22,france,Paris SG,Guingamp,3,0,H,2015,11.083
2015/16,2015-09-23,spain,Ath Bilbao,Real Madrid,1,2,A,2015,23.928
2015/16,2015-09-23,spain,Celta,Barcelona,4,1,H,2015,23.928
2015/16,2015-09-23,spain,Las Palmas,Sevilla,2,0,H,2015,23.928
2015/16,2015-09-23,spain,Levante,Eibar,2,2,D,2015,23.928
2015/16,2015-09-23,spain,Malaga,Villarreal,0,1,A,2015,23.928
2015/16,2015-09-23,spain,Vallecano,Sp Gijon,2,1,H,2015,23.928
2015/16,2015-09-23,italy,Carpi,Napoli,0,0,D,2015,11.5
2015/16,2015-09-23,italy,Chievo,Torino,1,0,H,2015,11.5
2015/16,2015-09-23,italy,Fiorentina,Bologna,2,0,H,2015,11.5
2015/16,2015-09-23,italy,Inter,Verona,1,0,H,2015,11.5
2015/16,2015-09-23,italy,Juventus,Frosinone,1,1,D,2015,11.5
2015/16,2015-09-23,italy,Lazio,Genoa,2,0,H,2015,11.5
2015/16,2015-09-23,italy,Palermo,Sassuolo,0,1,A,2015,11.5
2015/16,2015-09-23,italy,Sampdoria,Roma,2,1,H,2015,11.5
2015/16,2015-09-23,germany,Hannover,Stuttgart,1,3,A,2015,16.428
2015/16,2015-09-23,germany,Hoffenheim,Dortmund,1,1,D,2015,16.428
2015/16,2015-09-23,germany,Leverkusen,Mainz,1,0,H,2015,16.428
2015/16,2015-09-23,germany,M'gladbach,Augsburg,4,2,H,2015,16.428
2015/16,2015-09-23,germany,Schalke 04,Ein Frankfurt,2,0,H,2015,16.428
2015/16,2015-09-23,france,Ajaccio GFCO,Rennes,1,1,D,2015,11.083
2015/16,2015-09-23,france,Lorient,Caen,2,0,H,2015,11.083
2015/16,2015-09-23,france,Lyon,Bastia,2,0,H,2015,11.083
2015/16,2015-09-23,france,Nice,Bordeaux,6,1,H,2015,11.083
2015/16,2015-09-23,france,Toulouse,Marseille,1,1,D,2015,11.083
2015/16,2015-09-23,france,Troyes,St Etienne,0,1,A,2015,11.083
2015/16,2015-09-24,spain,Betis,La Coruna,1,2,A,2015,23.928
2015/16,2015-09-24,italy,Empoli,Atalanta,0,1,A,2015,11.5
2015/16,2015-09-24,france,Montpellier,Monaco,2,3,A,2015,11.083
2015/16,2015-09-25,spain,Valencia,Granada,1,0,H,2015,23.928
2015/16,2015-09-25,germany,FC Koln,Ingolstadt,1,1,D,2015,16.428
2015/16,2015-09-25,france,Reims,Lille,1,0,H,2015,11.083
2015/16,2015-09-26,england,Leicester,Arsenal,2,5,A,2015,14.25
2015/16,2015-09-26,england,Liverpool,Aston Villa,3,2,H,2015,14.25
2015/16,2015-09-26,england,Man United,Sunderland,3,0,H,2015,14.25
2015/16,2015-09-26,england,Newcastle,Chelsea,2,2,D,2015,14.25
2015/16,2015-09-26,england,Southampton,Swansea,3,1,H,2015,14.25
2015/16,2015-09-26,england,Stoke,Bournemouth,2,1,H,2015,14.25
2015/16,2015-09-26,england,Tottenham,Man City,4,1,H,2015,14.25
2015/16,2015-09-26,england,West Ham,Norwich,2,2,D,2015,14.25
2015/16,2015-09-26,spain,Barcelona,Las Palmas,2,1,H,2015,23.928
2015/16,2015-09-26,spain,Eibar,Celta,1,1,D,2015,23.928
2015/16,2015-09-26,spain,Real Madrid,Malaga,0,0,D,2015,23.928
2015/16,2015-09-26,spain,Sevilla,Vallecano,3,2,H,2015,23.928
2015/16,2015-09-26,spain,Villarreal,Ath Madrid,1,0,H,2015,23.928
2015/16,2015-09-26,italy,Napoli,Juventus,2,1,H,2015,11.5
2015/16,2015-09-26,italy,Roma,Carpi,5,1,H,2015,11.5
2015/16,2015-09-26,germany,Augsburg,Hoffenheim,1,3,A,2015,16.428
2015/16,2015-09-26,germany,Hamburg,Schalke 04,0,1,A,2015,16.428
2015/16,2015-09-26,germany,Mainz,Bayern Munich,0,3,A,2015,16.428
2015/16,2015-09-26,germany,Stuttgart,M'gladbach,1,3,A,2015,16.428
2015/16,2015-09-26,germany,Werder Bremen,Leverkusen,0,3,A,2015,16.428
2015/16,2015-09-26,germany,Wolfsburg,Hannover,1,1,D,2015,16.428
2015/16,2015-09-26,france,Bastia,Toulouse,3,0,H,2015,11.083
2015/16,2015-09-26,france,Bordeaux,Lyon,3,1,H,2015,11.083
2015/16,2015-09-26,france,Caen,Ajaccio GFCO,2,0,H,2015,11.083
2015/16,2015-09-26,france,Nantes,Paris SG,1,4,A,2015,11.083
2015/16,2015-09-26,france,Rennes,Troyes,1,1,D,2015,11.083
2015/16,2015-09-27,england,Watford,Crystal Palace,0,1,A,2015,14.25
2015/16,2015-09-27,spain,Getafe,Levante,3,0,H,2015,23.928
2015/16,2015-09-27,spain,La Coruna,Espanol,3,0,H,2015,23.928
2015/16,2015-09-27,spain,Sociedad,Ath Bilbao,0,0,D,2015,23.928
2015/16,2015-09-27,spain,Sp Gijon,Betis,1,2,A,2015,23.928
2015/16,2015-09-27,italy,Bologna,Udinese,1,2,A,2015,11.5
2015/16,2015-09-27,italy,Genoa,Milan,1,0,H,2015,11.5
2015/16,2015-09-27,italy,Inter,Fiorentina,1,4,A,2015,11.5
2015/16,2015-09-27,italy,Sassuolo,Chievo,1,1,D,2015,11.5
2015/16,2015-09-27,italy,Torino,Palermo,2,1,H,2015,11.5
2015/16,2015-09-27,italy,Verona,Lazio,1,2,A,2015,11.5
2015/16,2015-09-27,germany,Dortmund,Darmstadt,2,2,D,2015,16.428
2015/16,2015-09-27,germany,Ein Frankfurt,Hertha,1,1,D,2015,16.428
2015/16,2015-09-27,france,Guingamp,Monaco,3,3,D,2015,11.083
2015/16,2015-09-27,france,Marseille,Angers,1,2,A,2015,11.083
2015/16,2015-09-27,france,Montpellier,Lorient,2,1,H,2015,11.083
2015/16,2015-09-27,france,St Etienne,Nice,1,4,A,2015,11.083
2015/16,2015-09-28,england,West Brom,Everton,2,3,A,2015,14.25
2015/16,2015-09-28,italy,Atalanta,Sampdoria,2,1,H,2015,11.5
2015/16,2015-09-28,italy,Frosinone,Empoli,2,0,H,2015,11.5
2015/16,2015-09-29,france,Lille,Nantes,0,1,A,2015,11.083
2015/16,2015-10-02,spain,Celta,Getafe,0,0,D,2015,23.928
2015/16,2015-10-02,germany,Darmstadt,Mainz,2,3,A,2015,16.428
2015/16,2015-10-02,france,Lille,Montpellier,2,0,H,2015,11.083
2015/16,2015-10-03,england,Aston Villa,Stoke,0,1,A,2015,14.25
2015/16,2015-10-03,england,Bournemouth,Watford,1,1,D,2015,14.25
2015/16,2015-10-03,england,Chelsea,Southampton,1,3,A,2015,14.25
2015/16,2015-10-03,england,Crystal Palace,West Brom,2,0,H,2015,14.25
2015/16,2015-10-03,england,Man City,Newcastle,6,1,H,2015,14.25
2015/16,2015-10-03,england,Norwich,Leicester,1,2,A,2015,14.25
2015/16,2015-10-03,england,Sunderland,West Ham,2,2,D,2015,14.25
2015/16,2015-10-03,spain,Espanol,Sp Gijon,1,2,A,2015,23.928
2015/16,2015-10-03,spain,Granada,La Coruna,1,1,D,2015,23.928
2015/16,2015-10-03,spain,Las Palmas,Eibar,0,2,A,2015,23.928
2015/16,2015-10-03,spain,Malaga,Sociedad,3,1,H,2015,23.928
2015/16,2015-10-03,spain,Sevilla,Barcelona,2,1,H,2015,23.928
2015/16,2015-10-03,italy,Carpi,Torino,2,1,H,2015,11.5
2015/16,2015-10-03,italy,Chievo,Verona,1,1,D,2015,11.5
2015/16,2015-10-03,germany,Hannover,Werder Bremen,1,0,H,2015,16.428
2015/16,2015-10-03,germany,Hertha,Hamburg,3,0,H,2015,16.428
2015/16,2015-10-03,germany,Hoffenheim,Stuttgart,2,2,D,2015,16.428
2015/16,2015-10-03,germany,Ingolstadt,Ein Frankfurt,2,0,H,2015,16.428
2015/16,2015-10-03,germany,M'gladbach,Wolfsburg,2,0,H,2015,16.428
2015/16,2015-10-03,france,Ajaccio GFCO,Toulouse,2,2,D,2015,11.083
2015/16,2015-10-03,france,Angers,Bastia,1,0,H,2015,11.083
